Region_ID,State,Soil_Type,Soil_pH,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Rainfall,Season,Suggested_Crop,Expected_Yield,Year
R5408,Karnataka,Loamy,7.54,90,66,142,16.1,76,1065,Zaid,Sugarcane,2.45,2021
R5409,Odisha,Black,8.28,103,46,186,17.8,72,537,Kharif,Soybean,2.2,2022
R5410,Bihar,Clay,6.11,88,43,186,37.4,84,1630,Rabi,Maize,1.68,2022
R5411,Punjab,Clay,6.68,64,60,100,19,81,446,Kharif,Pulses,4.89,2021
R5412,Tamil Nadu,Black,7.27,14,20,169,24.4,69,1795,Zaid,Sugarcane,4.97,2018
R5413,Karnataka,Black,6.34,140,59,123,22.8,79,523,Kharif,Barley,4.91,2024
R5414,Kerala,Red,5.97,23,50,78,30,81,1204,Kharif,Cotton,5.93,2024
R5415,Punjab,Red,6.44,74,42,31,15.3,77,1705,Rabi,Groundnut,3.69,2021
R5416,Odisha,Loamy,7.69,60,44,75,25.3,78,1966,Kharif,Maize,3.27,2022
R5417,Maharashtra,Red,6.31,45,78,197,30.1,54,977,Zaid,Cotton,3.48,2020
R5418,Odisha,Black,7.54,126,62,159,23,63,251,Rabi,Groundnut,5.81,2024
R5419,Kerala,Red,6.22,43,72,163,20.5,37,637,Kharif,Sugarcane,2.67,2018
R5420,Punjab,Clay,5.85,37,28,164,17.4,63,580,Rabi,Pulses,3.51,2018
R5421,Kerala,Loamy,6.1,145,33,195,36.7,69,1800,Kharif,Pulses,5.66,2023
R5422,Kerala,Black,6.45,16,55,120,15.7,84,701,Rabi,Maize,5.27,2018
R5423,Bihar,Sandy,6.61,125,77,66,26.2,77,1876,Rabi,Maize,1.56,2023
R5424,Bihar,Black,7.09,59,36,161,24.1,68,996,Rabi,Soybean,1.53,2022
R5425,Kerala,Black,7.47,123,14,31,33.6,51,983,Kharif,Cotton,3.62,2023
R5426,Maharashtra,Black,6.12,23,10,56,22.7,33,1190,Zaid,Barley,3.96,2019
R5427,Andhra Pradesh,Red,6.21,127,57,108,16.2,72,665,Rabi,Soybean,5.51,2022
R5428,Gujarat,Loamy,5.73,111,51,158,22.2,73,480,Kharif,Barley,4.17,2024
R5429,Punjab,Sandy,7.41,58,48,181,19.6,52,1443,Rabi,Millet,2.4,2021
R5430,Maharashtra,Loamy,5.99,129,46,89,30.1,37,675,Kharif,Wheat,3.11,2018
R5431,Odisha,Loamy,6.83,72,7,47,25.8,69,262,Rabi,Pulses,3.07,2021
R5432,Odisha,Black,8.02,25,35,23,34.3,63,1320,Kharif,Sugarcane,2.47,2018
R5433,Maharashtra,Black,6.27,49,49,30,22,31,1091,Zaid,Maize,4.51,2023
R5434,Bihar,Clay,7.71,140,27,181,25.1,46,1060,Kharif,Cotton,3.54,2022
R5435,Punjab,Loamy,7.25,117,21,18,26.3,63,697,Rabi,Barley,2.9,2022
R5436,Bihar,Loamy,6.81,26,67,138,27.8,75,1101,Rabi,Rice,5.94,2023
R5437,Tamil Nadu,Loamy,7.54,79,50,194,22.9,87,272,Rabi,Wheat,2.38,2022
R5438,Gujarat,Red,6.86,55,74,133,24,82,702,Zaid,Barley,3.82,2021
R5439,Tamil Nadu,Sandy,5.92,142,8,42,34.2,43,1542,Rabi,Millet,3.77,2022
R5440,Bihar,Loamy,6.52,143,76,95,27.3,41,599,Rabi,Sugarcane,1.56,2019
R5441,Odisha,Red,5.83,108,6,62,30.5,40,1618,Zaid,Pulses,4.94,2018
R5442,Maharashtra,Black,6.17,41,9,139,30.6,37,398,Rabi,Pulses,3.93,2024
R5443,Karnataka,Red,5.71,77,62,83,25,54,544,Zaid,Wheat,4.7,2022
R5444,Maharashtra,Black,6.96,95,24,194,15.6,42,1194,Zaid,Rice,5.19,2019
R5445,Andhra Pradesh,Red,7.84,75,50,55,18.4,61,1843,Kharif,Pulses,5.18,2024
R5446,Andhra Pradesh,Red,6.89,123,53,38,22.3,47,900,Zaid,Pulses,3.84,2019
R5447,Punjab,Clay,8.07,48,19,190,35.6,35,847,Rabi,Rice,2.81,2019
R5448,Kerala,Red,7.9,68,37,15,18.5,60,235,Zaid,Wheat,3.27,2021
R5449,Odisha,Clay,5.69,112,27,52,20.9,60,1380,Kharif,Pulses,5.12,2021
R5450,Maharashtra,Loamy,7.06,74,55,35,16.1,87,510,Rabi,Wheat,2.94,2018
R5451,Karnataka,Clay,7.78,13,9,27,20.5,43,1156,Kharif,Cotton,3.66,2018
R5452,Gujarat,Loamy,7.57,50,72,33,30.7,70,1107,Kharif,Barley,2.26,2021
R5453,Andhra Pradesh,Clay,7.02,132,54,100,19.4,55,834,Kharif,Sugarcane,5.67,2024
R5454,Kerala,Red,6.81,15,18,89,17.7,89,1943,Rabi,Cotton,3.35,2022
R5455,Karnataka,Clay,7.36,75,71,186,25.2,43,1988,Zaid,Cotton,4.51,2023
R5456,Gujarat,Sandy,6.9,42,78,35,35.4,87,778,Zaid,Sugarcane,2.49,2019
R5457,Gujarat,Sandy,7.9,58,12,44,33.8,72,247,Zaid,Rice,5.59,2019
R5458,Karnataka,Black,8.03,99,57,194,23.3,69,1382,Zaid,Barley,5.04,2023
R5459,Odisha,Sandy,6.89,52,23,67,28.3,40,1138,Rabi,Soybean,3.04,2018
R5460,Maharashtra,Loamy,8.27,96,12,119,31.8,57,1912,Rabi,Pulses,3.06,2022
R5461,Karnataka,Loamy,6.63,136,14,128,38.8,41,801,Zaid,Sugarcane,2.56,2022
R5462,Bihar,Red,8.03,53,79,170,28.2,40,1167,Rabi,Rice,5.28,2023
R5463,Maharashtra,Black,8.2,56,40,89,23.8,40,1150,Rabi,Barley,4.44,2018
R5464,Bihar,Loamy,5.62,37,26,15,23.7,35,223,Rabi,Soybean,4.6,2020
R5465,Tamil Nadu,Loamy,8.07,19,52,116,34.1,31,641,Zaid,Maize,3.88,2020
R5466,Tamil Nadu,Loamy,5.77,17,70,14,19.8,43,1960,Kharif,Wheat,5.14,2019
R5467,Bihar,Loamy,6.47,56,11,85,15.5,34,1172,Kharif,Rice,4.68,2021
R5468,Bihar,Black,6.12,34,28,98,38.2,70,1297,Rabi,Sugarcane,1.91,2023
R5469,Andhra Pradesh,Black,7.85,20,14,21,19.3,55,1830,Zaid,Millet,4.21,2023
R5470,Maharashtra,Clay,5.89,46,13,28,15.8,64,1227,Kharif,Millet,1.83,2021
R5471,Andhra Pradesh,Red,6.12,90,24,150,25.9,54,851,Zaid,Pulses,5.49,2018
R5472,Odisha,Clay,5.68,111,57,87,33.6,36,287,Rabi,Soybean,2.05,2021
R5473,Karnataka,Sandy,8.24,46,15,45,17,44,970,Rabi,Wheat,3.4,2023
R5474,Punjab,Sandy,7.46,100,47,190,17.5,85,1400,Rabi,Soybean,2.18,2022
R5475,Odisha,Red,6.62,109,30,17,24.6,30,1993,Rabi,Cotton,2.91,2021
R5476,Karnataka,Clay,8.41,32,61,46,22,78,905,Rabi,Soybean,4.98,2022
R5477,Kerala,Loamy,5.54,22,22,177,18.2,49,386,Rabi,Pulses,5.73,2024
R5478,Punjab,Sandy,8.21,97,45,196,32.6,51,647,Kharif,Wheat,3.17,2023
R5479,Andhra Pradesh,Sandy,5.7,103,59,140,33.3,53,709,Kharif,Barley,4.46,2022
R5480,Karnataka,Red,7.6,103,33,109,18.9,39,242,Rabi,Barley,5.7,2018
R5481,Punjab,Black,6.18,104,31,17,32.5,34,767,Zaid,Wheat,4.37,2024
R5482,Gujarat,Black,8.02,141,52,189,21.2,54,1745,Rabi,Sugarcane,5.25,2019
R5483,Karnataka,Loamy,5.51,102,24,89,30.3,69,1900,Kharif,Cotton,2.5,2019
R5484,Tamil Nadu,Loamy,6.02,125,73,26,36.5,85,394,Rabi,Sugarcane,5.58,2024
R5485,Karnataka,Clay,5.84,113,20,69,38.8,59,555,Rabi,Rice,4.76,2019
R5486,Gujarat,Clay,8.48,35,57,50,26.6,32,733,Rabi,Millet,3.57,2024
R5487,Andhra Pradesh,Clay,6.31,118,20,85,23.9,33,1133,Kharif,Maize,3.97,2021
R5488,Gujarat,Sandy,7.75,93,62,176,15.7,76,1771,Rabi,Millet,3.19,2020
R5489,Gujarat,Loamy,6.79,123,38,22,24.5,37,982,Zaid,Sugarcane,3.74,2018
R5490,Maharashtra,Black,8.15,111,12,152,18.7,80,965,Zaid,Soybean,5.23,2018
R5491,Karnataka,Red,6.01,72,19,131,34.1,66,1111,Zaid,Pulses,3.45,2019
R5492,Tamil Nadu,Clay,5.55,145,54,104,35.1,56,1549,Kharif,Barley,3.47,2019
R5493,Kerala,Sandy,6.46,94,62,24,23.4,54,1910,Rabi,Rice,5.35,2022
R5494,Kerala,Black,7.58,45,72,90,35.1,68,1573,Rabi,Groundnut,4.4,2022
R5495,Andhra Pradesh,Red,7.77,110,51,173,32,74,650,Rabi,Groundnut,2.94,2024
R5496,Andhra Pradesh,Red,6.09,39,73,43,31,46,1559,Rabi,Pulses,5.28,2018
R5497,Kerala,Loamy,5.67,69,48,136,37.5,70,1252,Zaid,Barley,2.98,2023
R5498,Kerala,Clay,7.66,77,51,156,22.1,33,1730,Rabi,Pulses,3.52,2019
R5499,Gujarat,Sandy,5.87,18,54,171,20.6,43,389,Rabi,Wheat,4.32,2024
R5500,Bihar,Red,7.98,132,48,25,30.4,82,342,Rabi,Sugarcane,2.96,2022
R5501,Andhra Pradesh,Loamy,7.58,120,29,152,16.3,55,1111,Rabi,Rice,5.21,2020
R5502,Punjab,Red,6.6,19,27,36,27.2,31,963,Zaid,Rice,5.77,2023
R5503,Odisha,Clay,6.53,67,64,157,15.7,74,1224,Rabi,Wheat,2.08,2020
R5504,Maharashtra,Red,7,90,53,163,39.7,44,1687,Zaid,Soybean,1.64,2021
R5505,Karnataka,Clay,6.29,28,55,116,33.7,65,1326,Rabi,Maize,3.13,2021
R5506,Bihar,Black,7.45,143,27,44,31.3,30,1021,Zaid,Wheat,5.13,2019
R5507,Karnataka,Loamy,6.19,10,6,96,33.8,89,1684,Zaid,Millet,3.08,2024
R5508,Bihar,Loamy,7.76,137,73,155,25,59,1190,Kharif,Sugarcane,1.58,2018
R5509,Kerala,Red,7.86,39,62,176,27.2,79,1281,Kharif,Barley,3.37,2020
R5510,Gujarat,Sandy,7.79,73,56,95,27.9,69,1906,Zaid,Cotton,4.18,2020
R5511,Karnataka,Loamy,7.89,63,70,104,32.5,86,1073,Zaid,Sugarcane,2.48,2021
R5512,Andhra Pradesh,Red,8,81,59,163,38.1,35,1752,Kharif,Sugarcane,4.75,2024
R5513,Gujarat,Black,8.32,64,41,69,18.9,34,1598,Kharif,Millet,4.27,2024
R5514,Bihar,Red,5.68,113,43,12,38,46,1991,Rabi,Pulses,2.09,2023
R5515,Gujarat,Loamy,6.1,117,50,192,16.2,55,628,Zaid,Soybean,1.96,2020
R5516,Kerala,Red,8.17,98,39,192,22.6,72,1919,Zaid,Pulses,3.47,2021
R5517,Punjab,Red,8.37,28,44,15,33.3,55,740,Zaid,Cotton,5.58,2023
R5518,Odisha,Clay,7.69,58,21,82,31.5,71,1020,Zaid,Barley,3.98,2024
R5519,Tamil Nadu,Clay,8.23,127,62,104,35.6,67,1014,Rabi,Barley,1.56,2024
R5520,Tamil Nadu,Red,7.22,62,13,87,31.8,38,1676,Rabi,Barley,4.9,2024
R5521,Odisha,Black,7.77,53,21,150,38.5,75,1115,Kharif,Millet,3.16,2019
R5522,Karnataka,Black,7.23,139,44,130,36.9,49,644,Zaid,Sugarcane,4.11,2020
R5523,Karnataka,Red,8.22,87,75,165,15.4,34,778,Kharif,Millet,2.64,2024
R5524,Maharashtra,Black,7.84,91,70,135,36,40,1182,Zaid,Cotton,5,2022
R5525,Maharashtra,Red,6.12,148,78,180,39.9,42,1885,Kharif,Rice,4.58,2023
R5526,Bihar,Loamy,8.39,120,79,144,16.1,75,344,Rabi,Soybean,5.91,2022
R5527,Bihar,Loamy,6.16,72,70,184,16.8,55,1181,Kharif,Groundnut,4.36,2021
R5528,Karnataka,Black,6.73,64,42,83,33.5,49,1736,Rabi,Millet,3.54,2023
R5529,Karnataka,Loamy,7.94,41,56,95,34.4,72,793,Zaid,Groundnut,3.01,2022
R5530,Gujarat,Black,7.56,44,6,125,33.4,74,1566,Zaid,Soybean,4.18,2018
R5531,Maharashtra,Red,6.53,43,71,149,37.6,78,1435,Zaid,Wheat,1.81,2022
R5532,Gujarat,Clay,8.19,92,31,197,18.5,50,1152,Rabi,Rice,2.81,2018
R5533,Maharashtra,Clay,6.96,67,57,158,38,37,1807,Rabi,Soybean,5.9,2024
R5534,Bihar,Clay,6.15,25,77,95,38.1,53,560,Rabi,Maize,4.82,2018
R5535,Bihar,Clay,5.8,139,8,64,32.3,75,542,Rabi,Cotton,5.91,2019
R5536,Tamil Nadu,Sandy,6.07,109,27,80,15.9,88,1360,Rabi,Pulses,5.5,2021
R5537,Punjab,Red,6.82,13,56,19,30.2,47,478,Rabi,Maize,5.89,2024
R5538,Andhra Pradesh,Sandy,7.47,79,29,139,25.5,47,308,Kharif,Barley,4.3,2019
R5539,Andhra Pradesh,Sandy,6.16,101,50,97,40,88,1143,Zaid,Soybean,1.7,2019
R5540,Andhra Pradesh,Sandy,5.96,105,21,185,17.6,60,682,Zaid,Barley,3.94,2021
R5541,Bihar,Clay,6.68,144,22,68,15.3,49,1458,Rabi,Pulses,5.08,2023
R5542,Kerala,Loamy,7.72,109,5,47,36.7,67,1091,Rabi,Soybean,4.33,2023
R5543,Kerala,Red,6.46,39,27,171,27.2,33,1022,Zaid,Wheat,5.49,2024
R5544,Kerala,Black,8.06,37,36,83,38.9,43,845,Kharif,Sugarcane,2.45,2021
R5545,Bihar,Black,6.81,55,17,86,35.1,72,414,Kharif,Barley,1.91,2022
R5546,Odisha,Loamy,8.04,84,43,38,25.5,53,1220,Rabi,Soybean,5.44,2018
R5547,Kerala,Sandy,8.32,117,20,187,35.8,48,1937,Rabi,Sugarcane,3.2,2020
R5548,Maharashtra,Sandy,7.9,74,29,173,37.4,46,1003,Zaid,Sugarcane,3.19,2022
R5549,Maharashtra,Loamy,7.21,50,14,65,26,88,1372,Rabi,Pulses,3.91,2023
R5550,Punjab,Black,6.09,38,9,181,32.3,78,1587,Kharif,Rice,4.94,2024
R5551,Tamil Nadu,Clay,8.4,65,66,30,25.3,47,490,Zaid,Cotton,5.01,2020
R5552,Kerala,Black,5.95,98,9,81,19,83,1856,Rabi,Wheat,5.54,2018
R5553,Bihar,Loamy,6.47,32,73,19,38.2,66,1241,Zaid,Sugarcane,4.83,2023
R5554,Bihar,Red,5.89,46,41,149,28.1,72,712,Zaid,Barley,4.34,2018
R5555,Odisha,Clay,6.31,49,73,108,24.7,66,529,Rabi,Wheat,2.7,2020
R5556,Bihar,Clay,7.57,137,5,18,21.6,35,308,Rabi,Pulses,4.9,2023
R5557,Tamil Nadu,Black,6.18,120,64,11,31.6,46,371,Zaid,Rice,5.78,2019
R5558,Andhra Pradesh,Black,8.43,97,52,151,35.2,43,1766,Zaid,Sugarcane,4.37,2019
R5559,Maharashtra,Red,8.28,76,25,41,19.5,86,589,Zaid,Sugarcane,3.16,2023
R5560,Punjab,Clay,5.56,96,74,28,32.6,40,1096,Zaid,Soybean,5.81,2021
R5561,Andhra Pradesh,Red,5.8,29,18,194,17.6,33,1021,Zaid,Sugarcane,3.23,2024
R5562,Bihar,Red,7.52,129,22,178,34.9,86,733,Kharif,Barley,2.25,2021
R5563,Odisha,Clay,7.76,35,16,178,38.2,68,545,Zaid,Wheat,1.51,2021
R5564,Tamil Nadu,Clay,7.99,110,38,181,25,30,1614,Rabi,Wheat,2.19,2021
R5565,Gujarat,Sandy,6.06,111,77,63,35.7,78,409,Kharif,Soybean,3.72,2024
R5566,Punjab,Black,8.04,60,61,90,27.5,38,869,Zaid,Soybean,3.22,2022
R5567,Odisha,Clay,5.68,117,20,66,34.9,42,1207,Zaid,Sugarcane,3.23,2021
R5568,Kerala,Clay,7.8,86,50,59,37,40,1703,Rabi,Cotton,2.92,2021
R5569,Odisha,Clay,7.49,41,70,193,23.9,41,1090,Zaid,Wheat,3.22,2018
R5570,Maharashtra,Black,7.24,83,11,57,31.5,48,682,Rabi,Maize,5.05,2020
R5571,Gujarat,Red,5.76,54,27,130,21.4,84,1971,Zaid,Soybean,2.84,2018
R5572,Odisha,Clay,7.04,120,67,90,19.3,69,668,Kharif,Soybean,3.6,2023
R5573,Odisha,Clay,7.24,40,10,177,37.4,57,1121,Kharif,Soybean,4.89,2024
R5574,Tamil Nadu,Red,6.24,55,59,44,27.4,72,1006,Rabi,Pulses,2.69,2023
R5575,Punjab,Black,5.84,83,39,81,17.9,44,1006,Kharif,Groundnut,5.99,2023
R5576,Odisha,Red,6.76,62,77,73,39.4,72,492,Rabi,Wheat,5.86,2020
R5577,Andhra Pradesh,Red,6.56,132,34,33,26.7,70,1970,Zaid,Wheat,2.03,2023
R5578,Karnataka,Clay,6.31,62,36,197,28.9,84,689,Zaid,Wheat,4.83,2022
R5579,Andhra Pradesh,Red,7.68,49,72,87,32.5,38,554,Rabi,Wheat,2.63,2019
R5580,Maharashtra,Black,6.74,11,32,165,38.7,51,1345,Kharif,Groundnut,5.06,2021
R5581,Kerala,Loamy,7.04,17,26,27,18.5,36,654,Kharif,Rice,1.99,2018
R5582,Maharashtra,Black,6.97,125,47,95,22.6,77,1732,Rabi,Barley,5.88,2024
R5583,Maharashtra,Clay,6.51,37,69,142,23.6,78,1817,Zaid,Maize,5.35,2022
R5584,Karnataka,Black,7.45,103,66,72,23.3,42,1979,Kharif,Groundnut,2.03,2023
R5585,Odisha,Sandy,5.54,118,43,162,20.9,77,1184,Kharif,Sugarcane,4.83,2020
R5586,Gujarat,Loamy,5.88,18,66,196,39.2,53,1421,Kharif,Barley,3.75,2020
R5587,Tamil Nadu,Loamy,5.64,68,59,28,15.3,30,1776,Rabi,Wheat,4.28,2021
R5588,Kerala,Sandy,5.55,27,22,12,25.1,56,1390,Rabi,Millet,5.76,2023
R5589,Odisha,Red,5.97,14,31,171,21.3,74,771,Zaid,Maize,4.73,2021
R5590,Odisha,Loamy,6.53,97,36,10,37.4,89,988,Kharif,Barley,2.6,2019
R5591,Odisha,Clay,7.44,145,68,23,19.7,32,758,Kharif,Sugarcane,5.27,2022
R5592,Odisha,Loamy,7.22,20,21,39,39.3,76,444,Rabi,Soybean,5.33,2018
R5593,Maharashtra,Clay,7.04,27,72,126,37.5,60,408,Rabi,Soybean,5.31,2019
R5594,Odisha,Clay,7.07,36,54,137,25.1,58,252,Rabi,Wheat,3.58,2023
R5595,Punjab,Sandy,6.89,96,15,116,20.7,51,241,Kharif,Wheat,5.04,2020
R5596,Maharashtra,Loamy,6.51,116,40,17,19.4,44,633,Rabi,Cotton,5.85,2018
R5597,Odisha,Red,6.42,146,31,59,29.2,76,1727,Rabi,Groundnut,5.36,2024
R5598,Andhra Pradesh,Red,6.96,49,15,118,15.3,50,329,Zaid,Pulses,2.55,2019
R5599,Gujarat,Black,7.49,88,73,154,19.8,47,1693,Kharif,Millet,2.45,2023
R5600,Gujarat,Red,7.87,89,73,124,17.4,43,1045,Kharif,Sugarcane,5.43,2023
R5601,Punjab,Black,8.46,112,11,10,39.3,54,484,Zaid,Rice,5.16,2021
R5602,Punjab,Loamy,5.63,28,21,131,17.4,75,829,Rabi,Pulses,4.97,2022
R5603,Bihar,Black,6.59,118,27,96,37.5,43,1963,Kharif,Groundnut,4.26,2021
R5604,Odisha,Clay,6.28,136,62,81,15,40,1654,Zaid,Millet,3.88,2021
R5605,Bihar,Sandy,7.89,34,39,143,17.9,83,404,Kharif,Groundnut,2.48,2018
R5606,Tamil Nadu,Clay,7.49,148,44,152,34.6,32,624,Zaid,Groundnut,6,2021
R5607,Tamil Nadu,Black,7.89,62,40,145,17.7,57,1406,Zaid,Pulses,3.13,2019
R5608,Maharashtra,Sandy,5.67,96,67,98,39.3,82,639,Zaid,Maize,3.13,2021
R5609,Odisha,Loamy,7.07,109,49,191,17.9,62,926,Kharif,Soybean,3.46,2023
R5610,Karnataka,Loamy,6.68,123,35,136,30.7,88,1214,Kharif,Millet,2.71,2023
R5611,Tamil Nadu,Sandy,7.78,24,73,25,38.9,32,1279,Rabi,Millet,4.8,2024
R5612,Gujarat,Black,5.9,130,62,142,29.8,63,1926,Rabi,Millet,4.3,2019
R5613,Gujarat,Black,5.62,140,78,144,19.7,49,219,Kharif,Groundnut,5.09,2021
R5614,Kerala,Sandy,7.74,81,14,104,27.7,47,1276,Kharif,Sugarcane,4.56,2022
R5615,Tamil Nadu,Red,6,23,6,150,28.5,47,1013,Rabi,Maize,3.88,2023
R5616,Kerala,Red,7.36,60,66,115,37.8,54,1961,Rabi,Sugarcane,2.77,2022
R5617,Bihar,Red,7.94,77,57,162,25.2,76,1834,Rabi,Cotton,5.2,2019
R5618,Maharashtra,Clay,7.48,146,53,32,37.4,42,1447,Zaid,Millet,4.59,2022
R5619,Bihar,Black,7.43,15,30,17,21.7,45,1717,Zaid,Cotton,2.99,2018
R5620,Odisha,Red,8.17,145,41,112,35,53,1375,Zaid,Rice,3.63,2020
R5621,Odisha,Sandy,6.96,116,76,42,27.1,33,1144,Rabi,Pulses,3.88,2024
R5622,Gujarat,Black,5.54,56,10,131,27.9,86,899,Zaid,Groundnut,5.22,2018
R5623,Bihar,Black,7.18,73,75,153,24.8,39,346,Kharif,Pulses,2.13,2024
R5624,Andhra Pradesh,Sandy,8.29,121,47,123,37.4,86,1591,Kharif,Wheat,2.11,2022
R5625,Andhra Pradesh,Loamy,7.51,123,71,80,26.6,31,778,Rabi,Barley,3.96,2023
R5626,Karnataka,Red,6.03,63,6,114,21.7,86,908,Rabi,Millet,4.49,2024
R5627,Maharashtra,Sandy,6.88,58,73,16,22.7,80,340,Kharif,Pulses,5.4,2019
R5628,Kerala,Sandy,7.09,47,9,199,24.5,84,222,Kharif,Groundnut,2.22,2021
R5629,Bihar,Sandy,5.55,107,55,91,15.8,69,1451,Kharif,Sugarcane,3.42,2021
R5630,Tamil Nadu,Clay,6.08,125,22,148,20.6,80,1010,Kharif,Millet,2.9,2018
R5631,Karnataka,Red,6.57,33,8,167,21.1,41,1812,Kharif,Maize,2.03,2019
R5632,Andhra Pradesh,Red,8.49,12,53,85,39.2,41,767,Rabi,Groundnut,4.96,2020
R5633,Punjab,Loamy,7.08,61,62,123,20.4,42,1220,Kharif,Rice,3.61,2022
R5634,Bihar,Black,6.01,146,6,37,21.8,61,614,Kharif,Soybean,2.72,2020
R5635,Tamil Nadu,Red,7.95,65,48,154,15.7,78,899,Zaid,Barley,5.39,2024
R5636,Tamil Nadu,Loamy,6.56,44,11,90,38.8,42,1166,Rabi,Cotton,5.26,2019
R5637,Bihar,Clay,5.79,90,26,162,36.6,67,635,Rabi,Sugarcane,5.74,2022
R5638,Tamil Nadu,Loamy,6.58,65,46,121,19.3,34,308,Zaid,Cotton,4.45,2021
R5639,Odisha,Sandy,5.52,101,56,178,35.8,40,981,Rabi,Groundnut,4.51,2020
R5640,Karnataka,Sandy,5.89,118,61,109,35.9,57,1699,Kharif,Barley,2.29,2021
R5641,Bihar,Loamy,7.85,100,13,75,16.2,33,1829,Zaid,Soybean,1.91,2021
R5642,Bihar,Clay,7.48,120,47,144,32.4,36,1504,Kharif,Groundnut,2.65,2021
R5643,Bihar,Red,7.24,58,11,24,26.2,44,1641,Rabi,Maize,2.71,2022
R5644,Karnataka,Loamy,7,70,55,104,29.8,30,331,Kharif,Rice,1.62,2024
R5645,Andhra Pradesh,Loamy,8.32,69,46,124,25.8,64,574,Kharif,Cotton,2.68,2019
R5646,Odisha,Loamy,8.29,64,46,12,19.1,49,1729,Rabi,Cotton,3.75,2024
R5647,Bihar,Black,8.29,35,18,112,35.6,80,1931,Zaid,Soybean,1.86,2019
R5648,Gujarat,Sandy,7.92,86,54,49,35.4,87,1599,Rabi,Millet,4.88,2021
R5649,Andhra Pradesh,Loamy,7.91,65,60,19,18.1,61,1600,Zaid,Wheat,1.51,2022
R5650,Bihar,Clay,6.73,55,66,156,25.4,89,828,Kharif,Sugarcane,1.78,2019
R5651,Andhra Pradesh,Clay,8.26,31,43,48,24.6,46,379,Kharif,Maize,1.86,2024
R5652,Bihar,Red,6.67,103,35,133,32,48,1363,Zaid,Groundnut,5.2,2020
R5653,Maharashtra,Red,8.15,62,42,170,19.4,41,1501,Zaid,Millet,4.98,2023
R5654,Kerala,Black,7.88,107,18,75,38,37,570,Rabi,Wheat,2.46,2020
R5655,Bihar,Black,5.5,88,57,85,38.4,75,1611,Rabi,Cotton,5.57,2018
R5656,Kerala,Sandy,8.49,128,24,150,15,54,1311,Zaid,Barley,4.01,2024
R5657,Karnataka,Sandy,6.74,140,77,172,34.9,43,1406,Rabi,Sugarcane,4.99,2019
R5658,Gujarat,Sandy,6.11,117,75,29,17.3,65,1280,Rabi,Cotton,3.67,2021
R5659,Maharashtra,Clay,8,52,68,187,22.3,57,215,Zaid,Rice,5.49,2022
R5660,Bihar,Clay,6.68,89,13,60,34,48,237,Kharif,Groundnut,1.58,2021
R5661,Kerala,Loamy,7.05,106,60,31,37.8,67,1554,Rabi,Soybean,4.69,2023
R5662,Bihar,Red,6.97,77,60,145,24,68,1123,Kharif,Sugarcane,2.46,2024
R5663,Karnataka,Sandy,8.13,143,18,164,25.3,31,682,Zaid,Wheat,4.57,2022
R5664,Bihar,Black,6.91,109,65,197,32.3,89,1077,Rabi,Soybean,5.2,2022
R5665,Bihar,Clay,6.26,144,17,150,18.7,59,1700,Kharif,Groundnut,2.52,2021
R5666,Andhra Pradesh,Clay,8.22,121,33,61,20.4,64,394,Rabi,Groundnut,2.93,2020
R5667,Karnataka,Clay,8.23,147,36,45,28.2,69,1928,Zaid,Maize,1.84,2020
R5668,Maharashtra,Sandy,8.02,109,71,37,28.1,87,1233,Zaid,Maize,2.13,2019
R5669,Bihar,Loamy,6.48,35,35,79,37.4,51,1512,Rabi,Cotton,3.49,2018
R5670,Karnataka,Sandy,6.31,44,76,29,19.6,34,1558,Zaid,Sugarcane,2.95,2022
R5671,Andhra Pradesh,Red,6.12,76,18,191,26.4,69,1680,Kharif,Wheat,2.91,2018
R5672,Karnataka,Loamy,8.3,59,54,32,21.7,84,1816,Kharif,Soybean,2.65,2023
R5673,Bihar,Black,8.27,54,29,133,16.3,35,1211,Rabi,Soybean,5.45,2020
R5674,Maharashtra,Red,6.73,124,62,128,23.7,89,1116,Rabi,Wheat,3.96,2022
R5675,Bihar,Sandy,6.75,64,22,55,24.4,62,901,Zaid,Sugarcane,2.69,2020
R5676,Karnataka,Clay,6.92,51,19,156,15.9,46,806,Rabi,Sugarcane,2.94,2024
R5677,Maharashtra,Red,6.72,119,44,178,34.4,53,1855,Zaid,Sugarcane,2.28,2024
R5678,Kerala,Loamy,7.21,57,74,105,21.9,31,968,Rabi,Wheat,2.8,2018
R5679,Kerala,Sandy,7.2,84,68,169,34.6,38,442,Rabi,Soybean,2.12,2022
R5680,Andhra Pradesh,Clay,6.83,56,45,122,23.7,54,995,Rabi,Millet,5.26,2021
R5681,Andhra Pradesh,Loamy,6.85,111,48,106,21.2,60,1444,Rabi,Pulses,5.24,2020
R5682,Kerala,Loamy,7.77,91,75,35,23.4,87,843,Kharif,Wheat,2.93,2020
R5683,Maharashtra,Red,6.92,149,8,47,35.7,38,1636,Kharif,Maize,5.07,2021
R5684,Bihar,Loamy,7.68,113,39,127,29.3,43,1543,Kharif,Sugarcane,5.57,2023
R5685,Karnataka,Black,7.44,57,41,83,25.7,73,936,Zaid,Sugarcane,4.02,2019
R5686,Tamil Nadu,Red,6.28,40,55,175,38.1,53,1433,Kharif,Millet,2.41,2024
R5687,Gujarat,Black,6.69,32,35,34,30.7,53,1132,Zaid,Barley,4.67,2022
